ID,XAI,Robot,Round,Confidence,Label,HTime,HAITime,AI_Pred,H_decision,H__AI_decision,Correct_h_decision,Correct_h_ai_decision,Correct_ai_advice,dummy_reliance,overreliance,underreliance,reliance,perimeter_reliance,perimeter_o_reliance,perimeter_u_reliance,matching_decision,matching_decision_c,matching_decision_w,Reliance_Alone
O20,False,True,9,4,Edible,32.08258056640625,8.8331298828125,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O21,False,True,9,2,Edible,25.23272705078125,3.38323974609375,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O22,False,True,9,5,Edible,20.26611328125,4.29986572265625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O23,False,True,9,5,Edible,45.7322998046875,5.316650390625,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O24,False,True,9,6,Edible,4.483154296875,5.14984130859375,Edible,Poisonous,Poisonous,0,0,1,0,0,1,0,1,0,1,0,0,0,0
O25,False,True,9,8,Edible,15.416290283203123,2.766571044921875,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O26,False,True,9,6,Edible,20.949462890625,6.1671142578125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O27,False,True,9,3,Edible,32.3492431640625,2.98321533203125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O28,False,True,9,7,Edible,3.8331298828125,4.749908447265625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O29,False,True,9,3,Edible,23.54949951171875,4.3665771484375,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O30,False,True,9,8,Edible,15.782958984375,4.26654052734375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O31,False,True,9,10,Edible,11.71636962890625,13.233062744140623,Edible,Poisonous,Poisonous,0,0,1,0,0,1,0,1,0,1,0,0,0,0
O32,False,True,9,5,Edible,29.1492919921875,3.68328857421875,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O33,False,True,9,8,Edible,28.2159423828125,7.16650390625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O34,False,True,9,8,Edible,10.48309326171875,3.549957275390625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX20,True,True,9,10,Edible,15.83294677734375,21.8828125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX21,True,True,9,8,Edible,6.333160400390625,3.883331298828125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX22,True,True,9,9,Edible,8.783203125,23.14947509765625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX23,True,True,9,6,Edible,11.016387939453123,4.799896240234375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX24,True,True,9,7,Edible,24.68060302734375,3.99993896484375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX25,True,True,9,6,Edible,27.232666015625,22.5828857421875,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX26,True,True,9,5,Edible,37.89910888671875,15.81634521484375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX27,True,True,9,6,Edible,8.46649169921875,23.76617431640625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX28,True,True,9,2,Edible,18.466064453125,10.95037841796875,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX29,True,True,9,6,Edible,7.11602783203125,20.11627197265625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX30,True,True,9,7,Edible,2.68328857421875,9.083099365234377,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX31,True,True,9,5,Edible,6.933197021484375,20.89950561523437,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX32,True,True,9,6,Edible,14.69964599609375,24.18280029296875,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX33,True,True,9,6,Edible,8.56640625,22.39950561523437,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX34,True,True,9,9,Edible,9.63031005859375,21.2161865234375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O20,False,True,10,4,Poisonous,20.68310546875,10.13311767578125,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
O21,False,True,10,6,Poisonous,18.316314697265625,5.016510009765625,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
O22,False,True,10,5,Poisonous,28.5660400390625,4.56658935546875,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
O23,False,True,10,7,Poisonous,25.71875,4.76654052734375,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
O24,False,True,10,6,Poisonous,17.882904052734375,4.683197021484375,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
O25,False,True,10,5,Poisonous,14.532989501953123,3.449951171875,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
O26,False,True,10,5,Poisonous,17.3172607421875,30.4493408203125,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
O27,False,True,10,1,Poisonous,48.14892578125,2.64996337890625,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
O28,False,True,10,5,Poisonous,2.999847412109375,4.266571044921875,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
O29,False,True,10,3,Poisonous,13.06768798828125,2.999664306640625,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
O30,False,True,10,6,Poisonous,15.7496337890625,4.21661376953125,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
O31,False,True,10,10,Poisonous,4.1832275390625,7.0166015625,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
O32,False,True,10,6,Poisonous,27.13262939453125,9.71649169921875,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
O33,False,True,10,9,Poisonous,18.8328857421875,2.83294677734375,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
O34,False,True,10,8,Poisonous,6.699798583984375,3.149932861328125,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
OX20,True,True,10,5,Poisonous,21.29949951171875,34.04925537109375,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
OX21,True,True,10,8,Poisonous,5.599822998046875,3.099884033203125,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
OX22,True,True,10,1,Poisonous,21.48284912109375,21.74951171875,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
OX23,True,True,10,6,Poisonous,9.383056640625,2.58331298828125,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
OX24,True,True,10,6,Poisonous,25.54937744140625,16.116455078125,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
OX25,True,True,10,5,Poisonous,39.74908447265625,63.24859619140625,Edible,Edible,Poisonous,0,1,0,0,0,0,0,0,0,0,1,0,1,0
OX26,True,True,10,9,Poisonous,25.3660888671875,22.48284912109375,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX27,True,True,10,8,Poisonous,18.3995361328125,17.23291015625,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
OX28,True,True,10,2,Poisonous,10.66632080078125,24.46612548828125,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
OX29,True,True,10,6,Poisonous,8.8497314453125,67.6151123046875,Edible,Edible,Poisonous,0,1,0,0,0,0,0,0,0,0,1,0,1,0
OX30,True,True,10,7,Poisonous,3.91650390625,18.199615478515625,Edible,Edible,Poisonous,0,1,0,0,0,0,0,0,0,0,1,0,1,0
OX31,True,True,10,5,Poisonous,7.516448974609375,24.2327880859375,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX32,True,True,10,3,Poisonous,20.09954833984375,26.01605224609375,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX33,True,True,10,4,Poisonous,8.31646728515625,18.8162841796875,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
OX34,True,True,10,6,Poisonous,10.5997314453125,19.38299560546875,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
O20,False,True,11,4,Edible,23.23284912109375,5.81683349609375,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O21,False,True,11,5,Edible,26.4993896484375,5.716552734375,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O22,False,True,11,5,Edible,24.21612548828125,4.4332275390625,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O23,False,True,11,7,Edible,48.76556396484375,5.03472900390625,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O24,False,True,11,6,Edible,9.849761962890623,12.16644287109375,Edible,Poisonous,Poisonous,0,0,1,0,0,1,0,1,0,1,0,0,0,0
O25,False,True,11,5,Edible,18.5828857421875,10.01641845703125,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O26,False,True,11,4,Edible,27.482666015625,12.56640625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O27,False,True,11,0,Edible,44.582275390625,2.29986572265625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O28,False,True,11,8,Edible,2.483245849609375,3.966583251953125,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O29,False,True,11,3,Edible,3.58319091796875,2.449951171875,Edible,Poisonous,Poisonous,0,0,1,0,0,1,0,1,0,1,0,0,0,0
O30,False,True,11,6,Edible,36.03253173828125,3.216552734375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O31,False,True,11,10,Edible,4.73321533203125,6.19989013671875,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O32,False,True,11,5,Edible,15.21630859375,3.68328857421875,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O33,False,True,11,9,Edible,26.99945068359375,2.24993896484375,Edible,Poisonous,Poisonous,0,0,1,0,0,1,0,1,0,1,0,0,0,0
O34,False,True,11,8,Edible,2.667083740234375,3.666595458984375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX20,True,True,11,4,Edible,16.4830322265625,20.1162109375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX21,True,True,11,6,Edible,18.616241455078125,6.41650390625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX22,True,True,11,3,Edible,22.8828125,17.18304443359375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX23,True,True,11,2,Edible,10.183013916015623,2.649932861328125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX24,True,True,11,2,Edible,38.065673828125,15.25042724609375,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
OX25,True,True,11,3,Edible,33.71588134765625,31.249267578125,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
OX26,True,True,11,7,Edible,10.71636962890625,15.9830322265625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX27,True,True,11,6,Edible,35.56585693359375,10.18316650390625,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
OX28,True,True,11,2,Edible,12.266357421875,22.1983642578125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX29,True,True,11,6,Edible,8.8331298828125,27.5494384765625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX30,True,True,11,7,Edible,2.48321533203125,8.249786376953125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX31,True,True,11,5,Edible,10.383087158203123,15.9329833984375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX32,True,True,11,4,Edible,27.86602783203125,26.69940185546875,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX33,True,True,11,4,Edible,16.98406982421875,17.8175048828125,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
OX34,True,True,11,5,Edible,13.21630859375,16.66845703125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O20,False,True,12,6,Poisonous,22.16583251953125,3.61663818359375,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O21,False,True,12,6,Poisonous,23.83309936523437,4.249969482421875,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O22,False,True,12,7,Poisonous,13.8663330078125,5.09991455078125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O23,False,True,12,10,Poisonous,12.2314453125,2.434814453125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O24,False,True,12,6,Poisonous,9.916351318359377,4.4332275390625,Poisonous,Edible,Poisonous,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O25,False,True,12,10,Poisonous,6.033203125,2.449981689453125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O26,False,True,12,7,Poisonous,6.1497802734375,3.26654052734375,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O27,False,True,12,7,Poisonous,44.8489990234375,2.9998779296875,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O28,False,True,12,6,Poisonous,4.283172607421875,5.533203125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O29,False,True,12,3,Poisonous,4.2015380859375,3.73272705078125,Poisonous,Edible,Poisonous,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O30,False,True,12,8,Poisonous,5.53314208984375,2.63336181640625,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O31,False,True,12,10,Poisonous,15.53289794921875,5.033233642578125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O32,False,True,12,7,Poisonous,13.916259765625,3.5499267578125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O33,False,True,12,9,Poisonous,14.44970703125,2.1832275390625,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O34,False,True,12,8,Poisonous,6.18310546875,3.334259033203125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX20,True,True,12,9,Poisonous,19.76617431640625,21.682861328125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX21,True,True,12,8,Poisonous,5.76654052734375,6.43316650390625,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX22,True,True,12,6,Poisonous,24.6326904296875,22.0328369140625,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX23,True,True,12,10,Poisonous,2.3665771484375,8.0665283203125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX24,True,True,12,9,Poisonous,13.982177734375,14.04974365234375,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX25,True,True,12,9,Poisonous,7.0665283203125,25.6160888671875,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX26,True,True,12,10,Poisonous,12.9996337890625,11.116455078125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX27,True,True,12,8,Poisonous,7.499755859375,8.4664306640625,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX28,True,True,12,2,Poisonous,9.09979248046875,13.08306884765625,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX29,True,True,12,9,Poisonous,8.149658203125,38.3658447265625,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX30,True,True,12,10,Poisonous,3.216583251953125,6.033233642578125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX31,True,True,12,7,Poisonous,8.78302001953125,20.76617431640625,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX32,True,True,12,7,Poisonous,26.3994140625,23.43280029296875,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX33,True,True,12,7,Poisonous,10.8662109375,21.932861328125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX34,True,True,12,10,Poisonous,9.64752197265625,21.41619873046875,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O20,False,True,13,4,Poisonous,20.566162109375,4.216552734375,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
O21,False,True,13,6,Poisonous,20.566131591796875,3.08319091796875,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
O22,False,True,13,5,Poisonous,16.09954833984375,3.6331787109375,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
O23,False,True,13,7,Poisonous,23.53125,4.1165771484375,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
O24,False,True,13,6,Poisonous,14.532958984375,5.08331298828125,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
O25,False,True,13,7,Poisonous,10.133026123046877,3.74993896484375,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
O26,False,True,13,6,Poisonous,18.6495361328125,4.41485595703125,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
O27,False,True,13,4,Poisonous,41.0823974609375,15.6163330078125,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
O28,False,True,13,6,Poisonous,3.54986572265625,3.699920654296875,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
O29,False,True,13,3,Poisonous,5.485931396484375,6.798431396484375,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
O30,False,True,13,7,Poisonous,6.66644287109375,3.81658935546875,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
O31,False,True,13,10,Poisonous,1.866607666015625,4.4332275390625,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
O32,False,True,13,4,Poisonous,23.7994384765625,4.16656494140625,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
O33,False,True,13,8,Poisonous,30.11712646484375,2.16656494140625,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
O34,False,True,13,8,Poisonous,4.048858642578125,2.933258056640625,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
OX20,True,True,13,1,Poisonous,27.09942626953125,25.69940185546875,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
OX21,True,True,13,8,Poisonous,8.78314208984375,11.86651611328125,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX22,True,True,13,6,Poisonous,21.3662109375,17.149658203125,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX23,True,True,13,10,Poisonous,3.049835205078125,19.982940673828125,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
OX24,True,True,13,9,Poisonous,14.83416748046875,20.818115234375,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX25,True,True,13,6,Poisonous,21.182861328125,60.4320068359375,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX26,True,True,13,10,Poisonous,17.09954833984375,11.4830322265625,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX27,True,True,13,8,Poisonous,9.883056640625,15.16632080078125,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX28,True,True,13,2,Poisonous,17.51690673828125,18.61627197265625,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX29,True,True,13,5,Poisonous,12.43304443359375,59.4154052734375,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX30,True,True,13,10,Poisonous,3.8165283203125,10.133056640625,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX31,True,True,13,7,Poisonous,8.84979248046875,15.51629638671875,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX32,True,True,13,3,Poisonous,23.4327392578125,23.43292236328125,Edible,Poisonous,Poisonous,1,1,0,0,0,0,0,1,1,0,0,0,0,0
OX33,True,True,13,5,Poisonous,11.4163818359375,16.00189208984375,Edible,Edible,Edible,0,0,0,1,0,0,0,0,0,0,1,0,1,0
OX34,True,True,13,5,Poisonous,12.38299560546875,21.466796875,Edible,Poisonous,Edible,1,0,0,1,1,0,1,1,1,0,0,0,0,0
O20,False,True,14,4,Poisonous,13.5830078125,4.69989013671875,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O21,False,True,14,7,Poisonous,18.849609375,9.91644287109375,Poisonous,Edible,Edible,0,0,1,0,0,1,0,1,0,1,0,0,0,0
O22,False,True,14,5,Poisonous,22.46612548828125,7.16650390625,Poisonous,Edible,Poisonous,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O23,False,True,14,8,Poisonous,27.732666015625,3.449951171875,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O24,False,True,14,6,Poisonous,9.54962158203125,3.64990234375,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O25,False,True,14,2,Poisonous,10.18304443359375,2.66656494140625,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O26,False,True,14,5,Poisonous,22.76617431640625,51.93280029296875,Poisonous,Edible,Poisonous,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O27,False,True,14,3,Poisonous,34.632568359375,11.23309326171875,Poisonous,Edible,Poisonous,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O28,False,True,14,9,Poisonous,3.033203125,3.949951171875,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O29,False,True,14,3,Poisonous,2.849884033203125,5.282684326171875,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O30,False,True,14,7,Poisonous,10.9163818359375,3.783203125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O31,False,True,14,10,Poisonous,2.266571044921875,7.966400146484375,Poisonous,Edible,Poisonous,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O32,False,True,14,6,Poisonous,21.69952392578125,4.33319091796875,Poisonous,Edible,Edible,0,0,1,0,0,1,0,1,0,1,0,0,0,0
O33,False,True,14,9,Poisonous,14.09967041015625,2.86663818359375,Poisonous,Edible,Edible,0,0,1,0,0,1,0,1,0,1,0,0,0,0
O34,False,True,14,4,Poisonous,9.116455078125,2.9332275390625,Poisonous,Edible,Poisonous,0,1,1,1,0,0,1,1,0,1,0,0,0,1
OX20,True,True,14,3,Poisonous,19.76611328125,19.84967041015625,Poisonous,Edible,Poisonous,0,1,1,1,0,0,1,1,0,1,0,0,0,1
OX21,True,True,14,6,Poisonous,9.16632080078125,5.21649169921875,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX22,True,True,14,6,Poisonous,27.64935302734375,20.0828857421875,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX23,True,True,14,4,Poisonous,9.433074951171877,2.783294677734375,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX24,True,True,14,7,Poisonous,20.89764404296875,12.133056640625,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX25,True,True,14,7,Poisonous,10.5498046875,44.448974609375,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX26,True,True,14,8,Poisonous,4.79986572265625,19.49957275390625,Poisonous,Edible,Edible,0,0,1,0,0,1,0,1,0,1,0,0,0,0
OX27,True,True,14,9,Poisonous,10.7164306640625,8.2998046875,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX28,True,True,14,4,Poisonous,15.03289794921875,25.6494140625,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX29,True,True,14,6,Poisonous,17.932861328125,61.96533203125,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX30,True,True,14,10,Poisonous,5.51654052734375,9.16644287109375,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX31,True,True,14,6,Poisonous,12.74969482421875,16.64959716796875,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX32,True,True,14,3,Poisonous,21.7994384765625,20.0162353515625,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX33,True,True,14,7,Poisonous,4.930908203125,8.18316650390625,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX34,True,True,14,8,Poisonous,6.0992431640625,17.53271484375,Poisonous,Poisonous,Poisonous,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O20,False,True,15,4,Edible,32.8492431640625,4.5333251953125,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O21,False,True,15,5,Edible,14.81634521484375,3.68328857421875,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O22,False,True,15,5,Edible,19.91619873046875,3.74993896484375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O23,False,True,15,5,Edible,35.3826904296875,5.265380859375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
