ID,XAI,Robot,Round,Confidence,Label,HTime,HAITime,AI_Pred,H_decision,H__AI_decision,Correct_h_decision,Correct_h_ai_decision,Correct_ai_advice,dummy_reliance,overreliance,underreliance,reliance,perimeter_reliance,perimeter_o_reliance,perimeter_u_reliance,matching_decision,matching_decision_c,matching_decision_w,Reliance_Alone
O24,False,True,15,6,Edible,12.63299560546875,3.0506591796875,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O25,False,True,15,4,Edible,7.866455078125,2.949951171875,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O26,False,True,15,3,Edible,52.014892578125,8.14971923828125,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O27,False,True,15,6,Edible,27.53265380859375,2.966552734375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O28,False,True,15,5,Edible,4.99981689453125,4.38323974609375,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O29,False,True,15,3,Edible,4.14910888671875,3.59991455078125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O30,False,True,15,7,Edible,12.94970703125,2.8665771484375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O31,False,True,15,10,Edible,5.916534423828125,4.91656494140625,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O32,False,True,15,4,Edible,31.349365234375,4.23321533203125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
O33,False,True,15,9,Edible,30.0325927734375,3.43328857421875,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
O34,False,True,15,4,Edible,7.06756591796875,3.449920654296875,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
OX20,True,True,15,5,Edible,19.01617431640625,14.4329833984375,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
OX21,True,True,15,8,Edible,3.89984130859375,3.333251953125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX22,True,True,15,1,Edible,21.2994384765625,16.46624755859375,Edible,Poisonous,Edible,0,1,1,1,0,0,1,1,0,1,0,0,0,1
OX23,True,True,15,7,Edible,10.78302001953125,6.54986572265625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX24,True,True,15,8,Edible,25.216064453125,11.76641845703125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX25,True,True,15,7,Edible,34.83251953125,15.1163330078125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX26,True,True,15,10,Edible,8.0498046875,13.44970703125,Edible,Poisonous,Poisonous,0,0,1,0,0,1,0,1,0,1,0,0,0,0
OX27,True,True,15,8,Edible,17.91619873046875,9.1331787109375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX28,True,True,15,2,Edible,21.2828369140625,12.33489990234375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX29,True,True,15,5,Edible,14.56622314453125,20.5328369140625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX30,True,True,15,9,Edible,1.733306884765625,8.150634765625,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX31,True,True,15,7,Edible,14.23297119140625,12.61639404296875,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX32,True,True,15,3,Edible,25.5328369140625,17.94970703125,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX33,True,True,15,3,Edible,6.89984130859375,14.19964599609375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
OX34,True,True,15,8,Edible,10.14971923828125,13.31634521484375,Edible,Edible,Edible,1,1,1,1,0,0,0,0,0,0,1,1,0,0
