id,fixation_durations,fixation_counts,fixation_durations_elmo,fixations_counts_elmo,accumulate_fixation_durations,accumulate_fixation_counts,accumulate_fixation_durations_elmo,accumulate_fixations_counts_elmo,game_percentage
O22,30.42280101776123,19,0.0,0,457.87303614616394,218,18.10828709602356,44,79.95200959808038
O22,21.872198343276978,12,0.0,0,479.7452344894409,230,18.10828709602356,44,84.9490101979604
O22,31.948152780532837,13,0.0,0,511.69338726997375,243,18.10828709602356,44,89.94601079784044
O22,34.64010810852051,18,0.0,0,546.3334953784943,261,18.10828709602356,44,94.94301139772045
O22,34.449156761169434,22,0.0,0,580.7826521396637,283,18.10828709602356,44,99.94001199760048
O24,25.52995252609253,5,0.0,0,25.52995252609253,5,0.0,0,4.995203508291079
O24,21.17908024787903,21,0.8830351829528809,2,46.70903277397156,26,0.8830351829528809,2,9.990407016582157
O24,24.421829223632812,11,0.0,0,71.13086199760437,37,0.8830351829528809,2,14.985610524873236
O24,23.991657972335815,14,0.0,0,95.12251996994019,51,0.8830351829528809,2,19.980814033164314
O24,24.823496103286743,20,0.0,0,119.94601607322693,71,0.8830351829528809,2,24.97601754145539
O24,23.071940422058105,20,0.06710934638977051,1,143.01795649528503,91,0.9501445293426514,3,29.97122104974647
O24,23.12652063369751,24,0.16646862030029297,1,166.14447712898254,115,1.1166131496429443,4,34.96642455803755
O24,18.704098224639893,17,0.0,0,184.84857535362244,132,1.1166131496429443,4,39.96162806632863
O24,22.008381843566895,14,0.0,0,206.85695719718933,146,1.1166131496429443,4,44.956831574619706
O24,21.33288049697876,15,0.0,0,228.1898376941681,161,1.1166131496429443,4,49.95203508291078
O24,21.913440704345703,18,0.0,0,250.1032783985138,179,1.1166131496429443,4,54.94723859120187
O24,24.0856032371521,15,0.0,0,274.1888816356659,194,1.1166131496429443,4,59.94244209949294
O24,23.438531637191772,6,0.0,0,297.62741327285767,200,1.1166131496429443,4,64.93764560778402
O24,26.85558843612671,9,0.0,0,324.4830017089844,209,1.1166131496429443,4,69.9328491160751
O24,24.046382188796997,18,0.0,0,348.5293838977814,227,1.1166131496429443,4,74.92805262436619
O24,20.977633237838745,15,0.0,0,369.5070171356201,242,1.1166131496429443,4,79.92325613265726
O24,15.068838119506836,14,0.0,0,384.57585525512695,256,1.1166131496429443,4,84.91845964094833
O24,23.132710695266724,11,0.0,0,407.7085659503937,267,1.1166131496429443,4,89.91366314923941
O24,23.882768392562866,20,9.169709205627441,11,431.59133434295654,287,10.286322355270386,15,94.9088666575305
O24,27.11767053604126,14,3.3386924266815186,8,458.7090048789978,301,13.625014781951904,23,99.90407016582157
O25,20.68507480621338,17,0.19920778274536133,2,20.68507480621338,17,0.19920778274536133,2,4.999236757746909
O25,19.048165798187256,20,1.6841821670532227,9,39.733240604400635,37,1.883389949798584,11,9.998473515493817
O25,19.676463842391968,18,6.60471510887146,7,59.4097044467926,55,8.488105058670044,18,14.997710273240727
O25,18.902549743652344,10,0.0,0,78.31225419044495,65,8.488105058670044,18,19.996947030987634
O25,16.200620651245117,23,0.0,0,94.51287484169006,88,8.488105058670044,18,24.996183788734545
O25,20.7006196975708,15,0.0,0,115.21349453926086,103,8.488105058670044,18,29.995420546481455
O25,13.961779594421387,15,1.0004494190216064,1,129.17527413368225,118,9.48855447769165,19,34.99465730422836
O25,21.40044617652893,12,0.0,0,150.57572031021118,130,9.48855447769165,19,39.99389406197527
O25,14.476184606552124,17,0.7337892055511475,3,165.0519049167633,147,10.222343683242798,22,44.99313081972218
O25,8.529472351074219,13,0.7507119178771973,2,173.58137726783752,160,10.973055601119995,24,49.99236757746909
O25,16.2300865650177,22,2.2037782669067383,7,189.81146383285522,182,13.176833868026733,31,54.991604335215996
O25,15.895181655883789,16,0.1166999340057373,1,205.706645488739,198,13.29353380203247,32,59.99084109296291
O25,15.467968225479126,23,0.1331479549407959,1,221.17461371421814,221,13.426681756973267,33,64.99007785070981
O25,16.964306831359863,20,1.3329074382781982,3,238.138920545578,241,14.759589195251465,36,69.98931460845672
O25,22.67812967300415,23,0.0,0,260.81705021858215,264,14.759589195251465,36,74.98855136620364
O25,29.001376390457153,12,0.0,0,289.8184266090393,276,14.759589195251465,36,79.98778812395054
O25,22.407562732696533,8,0.0,0,312.22598934173584,284,14.759589195251465,36,84.98702488169745
O25,23.190982818603516,12,0.0,0,335.41697216033936,296,14.759589195251465,36,89.98626163944436
O25,21.0266535282135,12,0.0,0,356.44362568855286,308,14.759589195251465,36,94.98549839719126
O25,21.70560383796692,21,0.0,0,378.1492295265198,329,14.759589195251465,36,99.98473515493818
O26,23.159823656082153,35,22.655227184295654,45,23.159823656082153,35,22.655227184295654,45,4.998054390591897
O26,33.310590505599976,29,21.928167581558228,57,56.47041416168213,64,44.58339476585388,102,9.996108781183795
O26,37.70406723022461,37,2.0444393157958984,10,94.17448139190674,101,46.62783408164978,112,14.994163171775693
O26,36.03174543380737,21,0.4409952163696289,2,130.2062268257141,122,47.06882929801941,114,19.99221756236759
O26,35.177732944488525,34,1.4563183784484863,7,165.38395977020264,156,48.525147676467896,121,24.99027195295949
O26,35.748997926712036,23,1.1708695888519287,2,201.13295769691467,179,49.696017265319824,123,29.988326343551385
O26,35.24123477935791,32,16.690550327301025,39,236.37419247627258,211,66.38656759262085,162,34.98638073414328
O26,37.33262896537781,31,7.73136830329895,19,273.7068214416504,242,74.1179358959198,181,39.98443512473518
O26,37.01443600654602,24,11.442878007888794,38,310.7212574481964,266,85.5608139038086,219,44.98248951532708
O26,37.847336769104004,23,0.5046505928039551,1,348.5685942173004,289,86.06546449661255,220,49.98054390591898
O26,40.15754270553589,22,0.0,0,388.7261369228363,311,86.06546449661255,220,54.978598296510874
O26,36.704028606414795,26,0.0,0,425.4301655292511,337,86.06546449661255,220,59.97665268710277
O26,40.22105956077576,22,0.0,0,465.65122509002686,359,86.06546449661255,220,64.97470707769467
O26,42.80982184410095,30,1.488962173461914,4,508.4610469341278,389,87.55442667007446,224,69.97276146828656
O26,38.2588005065918,28,3.588028907775879,11,546.7198474407196,417,91.14245557785034,235,74.97081585887845
O26,36.84249925613403,31,3.199308395385742,10,583.5623466968536,448,94.34176397323608,245,79.96887024947036
O26,42.41967248916626,18,0.1266930103302002,1,625.9820191860199,466,94.46845698356628,246,84.96692464006226
O26,40.46720099449158,26,0.30219221115112305,1,666.4492201805115,492,94.77064919471741,247,89.96497903065416
O26,32.88542628288269,30,0.25534725189208984,3,699.3346464633942,522,95.0259964466095,250,94.96303342124605
O26,34.46642279624939,34,10.121628999710083,27,733.8010692596436,556,105.14762544631958,277,99.96108781183796
O27,0.746220588684082,7,0.0,0,0.746220588684082,7,0.0,0,4.998788661875151
O27,0.0913705825805664,1,0.6317083835601807,6,0.8375911712646484,8,0.6317083835601807,6,9.997577323750303
O27,0.0,0,0.0,0,0.8375911712646484,8,0.6317083835601807,6,14.996365985625454
O27,0.5721180438995361,5,0.0,0,1.4097092151641846,13,0.6317083835601807,6,19.995154647500605
O27,8.464260339736938,27,0.0,0,9.873969554901123,40,0.6317083835601807,6,24.99394330937576
O27,3.7236440181732178,9,0.0,0,13.59761357307434,49,0.6317083835601807,6,29.992731971250908
O27,5.330697536468506,23,0.0,0,18.928311109542847,72,0.6317083835601807,6,34.99152063312606
O27,9.14327073097229,30,0.0,0,28.071581840515137,102,0.6317083835601807,6,39.99030929500121
O27,13.38062047958374,33,0.0,0,41.45220232009888,135,0.6317083835601807,6,44.989097956876364
O27,18.187289476394653,45,0.0,0,59.63949179649353,180,0.6317083835601807,6,49.98788661875152
O27,13.382120847702026,32,0.0,0,73.02161264419556,212,0.6317083835601807,6,54.98667528062666
O27,6.456515550613403,23,0.0,0,79.47812819480896,235,0.6317083835601807,6,59.985463942501816
O27,4.979747772216797,16,0.0,0,84.45787596702576,251,0.6317083835601807,6,64.98425260437696
O27,11.350913047790527,28,0.0,0,95.80878901481628,279,0.6317083835601807,6,69.98304126625212
O27,12.257070064544678,23,0.0,0,108.06585907936096,302,0.6317083835601807,6,74.98182992812727
O27,6.863818645477295,18,0.0,0,114.92967772483826,320,0.6317083835601807,6,79.98061859000242
O27,2.5726447105407715,11,0.0,0,117.50232243537903,331,0.6317083835601807,6,84.97940725187757
O27,10.143679141998291,33,0.0,0,127.64600157737732,364,0.6317083835601807,6,89.97819591375273
O27,3.0957107543945312,10,0.0,0,130.74171233177185,374,0.6317083835601807,6,94.97698457562788
O27,2.340935468673706,8,0.0,0,133.08264780044556,382,0.6317083835601807,6,99.97577323750303
O28,11.741740465164185,18,2.882051467895508,6,11.741740465164185,18,2.882051467895508,6,4.99798873692679
O28,16.89971160888672,23,5.072234630584717,17,28.641452074050903,41,7.954286098480225,23,9.99597747385358
O28,12.788907289505005,21,11.980195045471191,21,41.43035936355591,62,19.934481143951416,44,14.993966210780371
O28,14.338212490081787,16,1.1649658679962158,4,55.768571853637695,78,21.099447011947632,48,19.99195494770716
O28,16.51988959312439,9,3.2515995502471924,13,72.28846144676208,87,24.351046562194824,61,24.98994368463395
O28,15.805038928985596,2,0.0,0,88.09350037574768,89,24.351046562194824,61,29.987932421560743
O28,12.736973285675049,17,0.0,0,100.83047366142273,106,24.351046562194824,61,34.98592115848753
O28,5.227651119232178,5,5.645760536193848,2,106.05812478065491,111,29.996807098388672,63,39.98390989541432
O28,17.66996669769287,14,0.0,0,123.72809147834778,125,29.996807098388672,63,44.981898632341114
O28,15.985203266143799,15,0.0,0,139.71329474449158,140,29.996807098388672,63,49.9798873692679
O28,16.846888065338135,18,0.0,0,156.5601828098297,158,29.996807098388672,63,54.97787610619469
O28,19.107811450958252,13,0.0,0,175.66799426078796,171,29.996807098388672,63,59.975864843121485
O28,18.75887703895569,14,0.0,0,194.42687129974365,185,29.996807098388672,63,64.97385358004827
O28,13.890699625015259,21,0.0,0,208.3175709247589,206,29.996807098388672,63,69.97184231697506
O28,17.551157474517822,10,0.0,0,225.86872839927673,216,29.996807098388672,63,74.96983105390184
O28,19.101643323898315,15,0.0,0,244.97037172317505,231,29.996807098388672,63,79.96781979082864
O28,16.522965908050537,21,0.0,0,261.4933376312256,252,29.996807098388672,63,84.96580852775543
O28,15.474515438079834,10,0.0,0,276.9678530693054,262,29.996807098388672,63,89.96379726468223
O28,18.294615745544434,14,0.0,0,295.26246881484985,276,29.996807098388672,63,94.961786001609
O28,16.78210210800171,19,0.0,0,312.04457092285156,295,29.996807098388672,63,99.9597747385358
O29,11.988443851470947,34,0.4490642547607422,2,11.988443851470947,34,0.4490642547607422,2,5.0
O29,18.770462036132812,21,0.5640599727630615,1,30.75890588760376,55,1.0131242275238037,3,10.0
O29,16.130007028579712,35,0.9147794246673584,5,46.88891291618347,90,1.927903652191162,8,15.0
O29,16.539944887161255,29,8.513231039047241,15,63.42885780334473,119,10.441134691238403,23,20.0
O29,16.66873049736023,19,14.36551308631897,7,80.09758830070496,138,24.806647777557373,30,25.0
O29,17.396892547607422,19,19.284013986587524,8,97.49448084831238,157,44.0906617641449,38,30.0
O29,16.526199102401733,29,19.87980842590332,18,114.02067995071411,186,63.97047019004822,56,35.0
O29,16.362183809280396,24,11.609623193740845,9,130.3828637599945,210,75.58009338378906,65,40.0
O29,16.1374933719635,26,3.8916327953338623,7,146.520357131958,236,79.47172617912292,72,45.0
O29,16.96298384666443,28,0.0,0,163.48334097862244,264,79.47172617912292,72,50.0
O29,16.205544471740723,22,7.864176511764526,13,179.68888545036316,286,87.33590269088745,85,55.00000000000001
O29,18.36768865585327,22,8.01866364479065,9,198.05657410621643,308,95.3545663356781,94,60.0
O29,17.689485549926758,21,0.28179264068603516,3,215.7460596561432,329,95.63635897636414,97,65.0
O29,17.020310401916504,22,0.22472786903381348,3,232.7663700580597,351,95.86108684539795,100,70.0
O29,19.441766500473022,22,16.07712435722351,27,252.20813655853271,373,111.93821120262146,127,75.0
O29,23.17569589614868,17,13.097936153411865,18,275.3838324546814,390,125.03614735603333,145,80.0
O29,24.04424786567688,13,16.369178295135498,15,299.4280803203583,403,141.40532565116882,160,85.0
O29,21.205610752105713,16,6.812768220901489,13,320.633691072464,419,148.2180938720703,173,90.0
O29,24.02870202064514,14,7.99626612663269,19,344.66239309310913,433,156.214359998703,192,95.0
O29,26.486074686050415,24,9.910387516021729,23,371.14846777915955,457,166.12474751472473,215,100.0
O30,25.580623865127563,22,0.0,0,25.580623865127563,22,0.0,0,4.997232982844493
O30,31.992640733718872,25,0.06286120414733887,1,57.573264598846436,47,0.06286120414733887,1,9.994465965688986
O30,31.338468313217163,15,0.0,0,88.9117329120636,62,0.06286120414733887,1,14.99169894853348
O30,40.198795557022095,8,0.0,0,129.1105284690857,70,0.06286120414733887,1,19.988931931377973
O30,34.411142349243164,28,0.0,0,163.52167081832886,98,0.06286120414733887,1,24.98616491422247
O30,36.3146915435791,28,0.0,0,199.83636236190796,126,0.06286120414733887,1,29.98339789706696
O30,34.55168342590332,6,0.0,0,234.38804578781128,132,0.06286120414733887,1,34.98063087991146
O30,27.958678007125854,10,0.0,0,262.34672379493713,142,0.06286120414733887,1,39.977863862755946
O30,35.546326637268066,20,0.0,0,297.8930504322052,162,0.06286120414733887,1,44.97509684560044
O30,32.72246980667114,31,0.0,0,330.61552023887634,193,0.06286120414733887,1,49.97232982844494
O30,35.09347486495972,20,0.0,0,365.70899510383606,213,0.06286120414733887,1,54.96956281128943
O30,30.417259693145752,10,0.0,0,396.1262547969818,223,0.06286120414733887,1,59.96679579413392
O30,30.87862777709961,14,0.0,0,427.0048825740814,237,0.06286120414733887,1,64.96402877697842
O30,30.674855947494507,23,0.0,0,457.6797385215759,260,0.06286120414733887,1,69.96126175982292
O30,19.106773853302002,17,0.0,0,476.78651237487793,277,0.06286120414733887,1,74.9584947426674
O30,29.382979154586792,15,0.0,0,506.1694915294647,292,0.06286120414733887,1,79.95572772551189
O30,31.28087067604065,23,0.0,0,537.4503622055054,315,0.06286120414733887,1,84.9529607083564
O30,27.46712827682495,25,0.0,0,564.9174904823303,340,0.06286120414733887,1,89.95019369120088
O30,9.208735466003418,10,0.0,0,574.1262259483337,350,0.06286120414733887,1,94.94742667404537
O30,32.3311071395874,28,0.0,0,606.4573330879211,378,0.06286120414733887,1,99.94465965688988
O31,15.900798559188843,17,0.0,0,15.900798559188843,17,0.0,0,4.997492896540198
O31,15.337883710861206,12,0.22341275215148926,1,31.23868227005005,29,0.22341275215148926,1,9.994985793080396
O31,22.94911217689514,9,1.835707664489746,1,54.18779444694519,38,2.0591204166412354,2,14.992478689620592
O31,18.969637632369995,7,0.0,0,73.15743207931519,45,2.0591204166412354,2,19.98997158616079
O31,16.88324284553528,6,0.0,0,90.04067492485046,51,2.0591204166412354,2,24.987464482700986
O31,14.916549921035767,16,0.0,0,104.95722484588623,67,2.0591204166412354,2,29.984957379241184
O31,22.777424335479736,3,0.0,0,127.73464918136597,70,2.0591204166412354,2,34.98245027578138
O31,16.79056406021118,17,0.0,0,144.52521324157715,87,2.0591204166412354,2,39.97994317232158
O31,18.395201921463013,18,0.0,0,162.92041516304016,105,2.0591204166412354,2,44.97743606886178
O31,2.460524320602417,2,0.0,0,165.38093948364258,107,2.0591204166412354,2,49.97492896540197
O31,0.0,0,0.0,0,165.38093948364258,107,2.0591204166412354,2,54.972421861942166
O31,8.685631036758423,9,0.0,0,174.066570520401,116,2.0591204166412354,2,59.96991475848237
O31,11.186991214752197,5,0.0,0,185.2535617351532,121,2.0591204166412354,2,64.96740765502257
O31,19.8610680103302,15,0.0,0,205.1146297454834,136,2.0591204166412354,2,69.96490055156276
O31,18.272388219833374,14,0.0,0,223.38701796531677,150,2.0591204166412354,2,74.96239344810296
O31,15.607091188430786,22,0.0,0,238.99410915374756,172,2.0591204166412354,2,79.95988634464317
O31,16.8287136554718,17,0.0,0,255.82282280921936,189,2.0591204166412354,2,84.95737924118335
O31,4.30267858505249,4,0.0,0,260.12550139427185,193,2.0591204166412354,2,89.95487213772356
O31,16.584444761276245,15,0.0,0,276.7099461555481,208,2.0591204166412354,2,94.95236503426375
O31,21.113215923309326,11,0.0,0,297.8231620788574,219,2.0591204166412354,2,99.94985793080394
O32,23.89326047897339,46,23.203155279159546,35,23.89326047897339,46,23.203155279159546,35,4.996706025439619
O32,25.927232265472412,37,19.245495080947876,30,49.8204927444458,83,42.44865036010742,65,9.993412050879238
O32,33.45425629615784,19,11.098169088363647,21,83.27474904060364,102,53.54681944847107,86,14.990118076318856
O32,32.01123905181885,27,7.669010639190674,12,115.28598809242249,129,61.21583008766174,98,19.986824101758476
O32,30.34236478805542,29,13.515592575073242,24,145.6283528804779,158,74.73142266273499,122,24.983530127198094
O32,32.287516832351685,16,4.645385026931763,11,177.9158697128296,174,79.37680768966675,133,29.980236152637712
O32,29.217438459396362,32,5.975536584854126,9,207.13330817222595,206,85.35234427452087,142,34.97694217807733
O32,27.24906277656555,30,2.658048629760742,8,234.3823709487915,236,88.01039290428162,150,39.97364820351695
O32,32.73032999038696,32,3.634932041168213,12,267.11270093917847,268,91.64532494544983,162,44.97035422895657
O32,32.36219120025635,33,0.0,0,299.4748921394348,301,91.64532494544983,162,49.96706025439619
O32,33.069382190704346,22,5.3880767822265625,20,332.54427433013916,323,97.03340172767639,182,54.96376627983581
O32,31.946309089660645,19,16.76924419403076,23,364.4905834197998,342,113.80264592170715,205,59.960472305275424
O32,33.49198794364929,18,18.29965877532959,27,397.9825713634491,360,132.10230469703674,232,64.95717833071505
O32,34.204968214035034,21,0.7292921543121338,6,432.18753957748413,381,132.83159685134888,238,69.95388435615466
O32,33.76894450187683,27,10.856493473052979,12,465.95648407936096,408,143.68809032440186,250,74.95059038159428
O32,30.868303775787354,37,5.3708813190460205,17,496.8247878551483,445,149.05897164344788,267,79.9472964070339
O32,31.387372493743896,36,8.606178045272827,17,528.2121603488922,481,157.6651496887207,284,84.94400243247352
O32,32.04626727104187,39,0.0,0,560.2584276199341,520,157.6651496887207,284,89.94070845791315
O32,34.0396831035614,25,0.0,0,594.2981107234955,545,157.6651496887207,284,94.93741448335275
O32,29.688655376434326,29,17.194921493530273,32,623.9867660999298,574,174.86007118225098,316,99.93412050879238
O33,35.54540801048279,31,0.0,0,35.54540801048279,31,0.0,0,4.9965024482862
O33,32.26336169242859,41,0.0,0,67.80876970291138,72,0.0,0,9.9930048965724
O33,34.33151721954346,46,0.11012721061706543,1,102.14028692245483,118,0.11012721061706543,1,14.989507344858598
O33,28.484074115753174,44,0.1164250373840332,1,130.624361038208,162,0.22655224800109863,2,19.9860097931448
O33,33.00097680091858,22,0.09593629837036133,1,163.6253378391266,184,0.32248854637145996,3,24.982512241431
O33,33.53531050682068,33,0.0,0,197.16064834594727,217,0.32248854637145996,3,29.979014689717197
O33,24.413767337799072,33,0.0,0,221.57441568374634,250,0.32248854637145996,3,34.9755171380034
O33,33.82010579109192,38,0.0,0,255.39452147483826,288,0.32248854637145996,3,39.9720195862896
O33,31.19277286529541,37,0.0,0,286.58729434013367,325,0.32248854637145996,3,44.9685220345758
O33,29.052023887634277,36,0.0,0,315.63931822776794,361,0.32248854637145996,3,49.965024482862
O33,33.14973592758179,25,0.0,0,348.78905415534973,386,0.32248854637145996,3,54.9615269311482
O33,26.77758502960205,21,0.0,0,375.5666391849518,407,0.32248854637145996,3,59.95802937943439
O33,30.984978437423706,54,0.0,0,406.5516176223755,461,0.32248854637145996,3,64.9545318277206
O33,27.151666164398193,64,0.0,0,433.7032837867737,525,0.32248854637145996,3,69.9510342760068
O33,35.68728590011597,33,0.0,0,469.39056968688965,558,0.32248854637145996,3,74.947536724293
O33,27.273324728012085,30,0.06649971008300781,1,496.66389441490173,588,0.3889882564544678,4,79.9440391725792
O33,34.81578230857849,27,3.0795738697052,9,531.4796767234802,615,3.468562126159668,13,84.94054162086539
O33,29.17174482345581,25,1.0449333190917969,4,560.651421546936,640,4.513495445251465,17,89.9370440691516
O33,31.03683614730835,22,0.9614496231079102,5,591.6882576942444,662,5.474945068359375,22,94.93354651743779
O33,24.462188959121704,22,0.0,0,616.1504466533661,684,5.474945068359375,22,99.930048965724
O34,19.19096803665161,19,0.0,0,19.19096803665161,19,0.0,0,4.991932230738201
O34,11.741801738739014,13,1.9164674282073975,5,30.932769775390625,32,1.9164674282073975,5,9.983864461476402
O34,18.17491865158081,21,2.5843048095703125,6,49.107688426971436,53,4.50077223777771,11,14.975796692214601
O34,17.21048092842102,6,0.2332320213317871,1,66.31816935539246,59,4.734004259109497,12,19.967728922952805
O34,20.211452960968018,23,0.30921483039855957,2,86.52962231636047,82,5.043219089508057,14,24.959661153691005
O34,20.124791622161865,11,0.0,0,106.65441393852234,93,5.043219089508057,14,29.951593384429202
O34,19.22193694114685,20,0.0,0,125.87635087966919,113,5.043219089508057,14,34.94352561516741
O34,18.75519061088562,15,4.277782440185547,14,144.6315414905548,128,9.321001529693604,28,39.93545784590561
O34,19.892519235610962,9,4.720614910125732,14,164.52406072616577,137,14.041616439819336,42,44.92739007664381
O34,20.21413254737854,6,3.126614570617676,15,184.7381932735443,143,17.16823101043701,57,49.91932230738201
O34,16.786028623580933,9,11.427265882492065,17,201.52422189712524,152,28.595496892929077,74,54.91125453812021
O34,18.437106132507324,9,10.147712469100952,29,219.96132802963257,161,38.74320936203003,103,59.903186768858404
O34,12.609258651733398,7,10.499192714691162,24,232.57058668136597,168,49.24240207672119,127,64.89511899959662
O34,17.815825700759888,17,10.307379961013794,25,250.38641238212585,185,59.549782037734985,152,69.88705123033482
O34,17.187554597854614,6,8.153473854064941,12,267.57396697998047,191,67.70325589179993,164,74.878983461073
O34,14.819989681243896,8,0.0,0,282.39395666122437,199,67.70325589179993,164,79.87091569181122
O34,11.911837100982666,7,0.0,0,294.30579376220703,206,67.70325589179993,164,84.8628479225494
O34,17.114097356796265,12,0.0,0,311.4198911190033,218,67.70325589179993,164,89.85478015328762
O34,21.080280780792236,15,0.42287397384643555,1,332.50017189979553,233,68.12612986564636,165,94.84671238402582
O34,18.95294713973999,14,0.0,0,351.4531190395355,247,68.12612986564636,165,99.83864461476402
OX20,30.96733570098877,35,15.8512864112854,21,30.96733570098877,35,15.8512864112854,21,4.997979253671023
OX20,40.54968619346619,25,18.881672859191895,29,71.51702189445496,60,34.732959270477295,50,9.995958507342046
