task_1_human_decision_time_mean_0,task_1_human_decision_time_sem_0,task_1_human_ai_decision_time_mean_0,task_1_human_ai_decision_time_sem_0,task_1_human_decision_time_mean_1,task_1_human_decision_time_sem_1,task_1_human_ai_decision_time_mean_1,task_1_human_ai_decision_time_sem_1,task_2_human_decision_time_mean_0,task_2_human_decision_time_sem_0,task_2_human_ai_decision_time_mean_0,task_2_human_ai_decision_time_sem_0,task_2_human_decision_time_mean_1,task_2_human_decision_time_sem_1,task_2_human_ai_decision_time_mean_1,task_2_human_ai_decision_time_sem_1,task_3_human_decision_time_mean_0,task_3_human_decision_time_sem_0,task_3_human_ai_decision_time_mean_0,task_3_human_ai_decision_time_sem_0,task_3_human_decision_time_mean_1,task_3_human_decision_time_sem_1,task_3_human_ai_decision_time_mean_1,task_3_human_ai_decision_time_sem_1,task_4_human_decision_time_mean_0,task_4_human_decision_time_sem_0,task_4_human_ai_decision_time_mean_0,task_4_human_ai_decision_time_sem_0,task_4_human_decision_time_mean_1,task_4_human_decision_time_sem_1,task_4_human_ai_decision_time_mean_1,task_4_human_ai_decision_time_sem_1,task_5_human_decision_time_mean_0,task_5_human_decision_time_sem_0,task_5_human_ai_decision_time_mean_0,task_5_human_ai_decision_time_sem_0,task_5_human_decision_time_mean_1,task_5_human_decision_time_sem_1,task_5_human_ai_decision_time_mean_1,task_5_human_ai_decision_time_sem_1,task_6_human_decision_time_mean_0,task_6_human_decision_time_sem_0,task_6_human_ai_decision_time_mean_0,task_6_human_ai_decision_time_sem_0,task_6_human_decision_time_mean_1,task_6_human_decision_time_sem_1,task_6_human_ai_decision_time_mean_1,task_6_human_ai_decision_time_sem_1,task_7_human_decision_time_mean_0,task_7_human_decision_time_sem_0,task_7_human_ai_decision_time_mean_0,task_7_human_ai_decision_time_sem_0,task_7_human_decision_time_mean_1,task_7_human_decision_time_sem_1,task_7_human_ai_decision_time_mean_1,task_7_human_ai_decision_time_sem_1,task_8_human_decision_time_mean_0,task_8_human_decision_time_sem_0,task_8_human_ai_decision_time_mean_0,task_8_human_ai_decision_time_sem_0,task_8_human_decision_time_mean_1,task_8_human_decision_time_sem_1,task_8_human_ai_decision_time_mean_1,task_8_human_ai_decision_time_sem_1,task_9_human_decision_time_mean_0,task_9_human_decision_time_sem_0,task_9_human_ai_decision_time_mean_0,task_9_human_ai_decision_time_sem_0,task_9_human_decision_time_mean_1,task_9_human_decision_time_sem_1,task_9_human_ai_decision_time_mean_1,task_9_human_ai_decision_time_sem_1,task_10_human_decision_time_mean_0,task_10_human_decision_time_sem_0,task_10_human_ai_decision_time_mean_0,task_10_human_ai_decision_time_sem_0,task_10_human_decision_time_mean_1,task_10_human_decision_time_sem_1,task_10_human_ai_decision_time_mean_1,task_10_human_ai_decision_time_sem_1,task_11_human_decision_time_mean_0,task_11_human_decision_time_sem_0,task_11_human_ai_decision_time_mean_0,task_11_human_ai_decision_time_sem_0,task_11_human_decision_time_mean_1,task_11_human_decision_time_sem_1,task_11_human_ai_decision_time_mean_1,task_11_human_ai_decision_time_sem_1,task_12_human_decision_time_mean_0,task_12_human_decision_time_sem_0,task_12_human_ai_decision_time_mean_0,task_12_human_ai_decision_time_sem_0,task_12_human_decision_time_mean_1,task_12_human_decision_time_sem_1,task_12_human_ai_decision_time_mean_1,task_12_human_ai_decision_time_sem_1,task_13_human_decision_time_mean_0,task_13_human_decision_time_sem_0,task_13_human_ai_decision_time_mean_0,task_13_human_ai_decision_time_sem_0,task_13_human_decision_time_mean_1,task_13_human_decision_time_sem_1,task_13_human_ai_decision_time_mean_1,task_13_human_ai_decision_time_sem_1,task_14_human_decision_time_mean_0,task_14_human_decision_time_sem_0,task_14_human_ai_decision_time_mean_0,task_14_human_ai_decision_time_sem_0,task_14_human_decision_time_mean_1,task_14_human_decision_time_sem_1,task_14_human_ai_decision_time_mean_1,task_14_human_ai_decision_time_sem_1,task_15_human_decision_time_mean_0,task_15_human_decision_time_sem_0,task_15_human_ai_decision_time_mean_0,task_15_human_ai_decision_time_sem_0,task_15_human_decision_time_mean_1,task_15_human_decision_time_sem_1,task_15_human_ai_decision_time_mean_1,task_15_human_ai_decision_time_sem_1
28.533333333333335,3.370554096974994,6.6,1.0318730080595697,23.133333333333333,2.5370899465382375,18.066666666666666,1.8554082253077575,26.533333333333335,4.150578464178407,7.466666666666667,1.290502547613458,22.466666666666665,1.551855008773039,26.0,3.061278911080885,32.53333333333333,4.714583925151994,7.266666666666667,1.0163738844617531,21.4,2.967763307209496,16.4,2.0535683229790185,30.0,4.559657464160678,4.8,0.29600514796038196,20.533333333333335,2.821459714515683,18.6,2.372059583287626,32.2,6.226058907833231,7.466666666666667,2.2485268546034787,22.066666666666666,2.6303479159096343,24.933333333333334,3.535489009979035,36.266666666666666,5.7482640581778846,6.6,1.1372481406154653,21.533333333333335,2.267506847087193,18.266666666666666,2.592051341839154,22.533333333333335,3.5319853673140598,9.733333333333333,2.3953658964295577,15.266666666666667,2.09640660057171,25.066666666666666,2.8825694005880154,25.733333333333334,4.1569983065470355,4.666666666666667,0.4436500837657949,19.2,2.408714337962217,15.2,1.3529509194631526,24.466666666666665,3.2977144562439964,5.333333333333333,0.7663560447348133,17.133333333333333,2.555790189366782,16.533333333333335,2.0304038225288297,23.0,3.5576878526850635,6.666666666666667,1.8404623297697744,18.866666666666667,2.7305444541103916,25.266666666666666,4.73735576904877,24.133333333333333,4.222238930626923,5.4,0.8607859088951102,22.2,3.045996591937561,17.0,2.153623745712151,17.866666666666667,2.9758818887639027,3.6,0.32071349029490925,14.466666666666667,2.023355691411733,17.533333333333335,2.2779829563028664,19.0,3.1075943842694236,4.8,0.8349508112115688,17.666666666666668,2.365761060805887,23.2,4.021608301828179,18.333333333333332,2.700382101122634,8.4,3.191954170813144,17.4,2.060513112240319,19.466666666666665,4.0365787808450175,22.733333333333334,3.8723275474733065,4.0,0.36514837167011077,19.733333333333334,2.621280433511667,12.4,1.1743285822322553
