human_decision_time_mean_0,human_decision_time_sem_0,human_ai_decision_time_mean_0,human_ai_decision_time_sem_0,human_decision_time_mean_1,human_decision_time_sem_1,human_ai_decision_time_mean_1,human_ai_decision_time_sem_1
25.59111111111111,1.0901105068329466,6.1866666666666665,0.3815215985481427,19.537777777777777,0.6429706738864177,19.595555555555556,0.764336463396125
